編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,資料量,下載次數,主要欄位
554,公?位置,環境保護局,高雄市政府,環保局,5337,14,
555,茄萣區茄萣路二段(濱海路四段以南)道路拓寬工程,工務局,高雄市政府,工務局,3,5,
556,高雄市清潔針具執行點,衛生局,高雄市政府,衛生局,97,5,
557,高雄市合格病媒防治業,環境保護局,高雄市政府,環保局,1,5,
558,動物狂犬病預防注射站名冊,農業局,高雄市政府,農業局,1,2,
559,高雄市傳播媒體-廣播電台現況,新聞局,高雄市政府,新聞局,1,6,
560,高雄市回收業機構名冊,環境保護局,高雄市政府,環保局,64,1,
561,高雄紅橘線捷運車站中心座標,捷運工程局,高雄市政府,捷運工程局,39,13,
562,高雄市垃圾焚化廠位置,環境保護局,高雄市政府,環保局,4,3,
563,高雄市居家復健合約單位名冊,衛生局,高雄市政府,衛生局,16,1,
564,高雄市遠距健康照護服務據點,衛生局,高雄市政府,衛生局,74,7,
565,民眾檢舉案件資訊管理系統,環境保護局,高雄市政府,環保局,1,6,
566,高雄市民眾檢舉違反廢棄物清理法案件獎勵辦法,環境保護局,高雄市政府,環保局,1,5,
567,高雄市檢舉違反水污染防治法案件獎勵辦法,環境保護局,高雄市政府,環保局,1,3,
568,高雄市住宅補貼辦理情形表,都市發展局,高雄市政府,都市發展局,1,25,
569,高雄市政府年度施政績效成果報告,研究發展考核委員會,高雄市政府,研究發展考核委員會,9,3,
570,高雄市稅捐稽徵處聯絡資訊,財政局,高雄市政府,財政局,1,6,
571,超額獎勵金,勞工局,高雄市政府,勞工局,3,4,
572,高雄市戶政線上e指通,,高雄市政府,,,,
573,河川水質監測資料,環境保護局,高雄市政府,環保局,1,7,
574,道路地名英譯,研究發展考核委員會,高雄市政府,研究發展考核委員會,5234,11,
575,高雄市原住民族文化園區ROT案前置作業計畫-公聽會會議紀錄,原住民事務委員會,高雄市政府,原住民事務委員會,1,4,
576,高雄市原住民族文化園區ROT案規劃公開資訊,原住民事務委員會,高雄市政府,原住民事務委員會,1,9,
577,高雄市重要統計快報-社會安全,主計處,高雄市政府,主計處,1,5,
578,?生掩埋場位置,環境保護局,高雄市政府,環保局,10,2,
579,納骨塔資訊,民政局,高雄市政府,民政局,1,14,
580,高雄市地方型SBIR歷屆執行計畫一覽表,經濟發展局,高雄市政府,經濟發展局,26,31,
581,海域水文監測,海洋局,高雄市政府,海洋局,1,1,
582,海域底質監測,海洋局,高雄市政府,海洋局,1,3,
583,海域底質重金屬調查統計分析,海洋局,高雄市政府,海洋局,1,7,
584,公務人員協會年度各項活動訊息,人事處,高雄市政府,人事處,1,3,
585,提升服務品質執行計畫,仁武區公所,高雄市政府,仁武區公所,1,7,
586,高雄市各役政單位地址及連絡電話,民政局,高雄市政府,民政局,38,2,
587,高雄市小港區高坪重劃區,,高雄市政府,,,,
588,高雄市政府行政中心場地介紹,秘書處,高雄市政府,秘書處,1,4,
589,高雄市31層以上超高大?房屋標準單價表,財政局,高雄市政府,財政局,1,3,
590,三民區公所基本資料表,三民區公所,高雄市政府,三民區公所,1,11,
591,高雄市二代戒菸合約機構,衛生局,高雄市政府,衛生局,23,1,
592,高雄市戒菸門診合約醫事機構,衛生局,高雄市政府,衛生局,400,11,
593,高雄市重要統計快報-社會福利,主計處,高雄市政府,主計處,1,7,
594,市政FAQ,研究發展考核委員會,高雄市政府,研究發展考核委員會,1,16,
595,升官等訓練人員通過比率,人事處,高雄市政府,人事處,1,17,
596,高雄市加氣站一覽表,經濟發展局,高雄市政府,經濟發展局,8,1,
597,行政救濟案件統計,財政局,高雄市政府,財政局,1,3,
598,高雄市傳播媒體-報紙現況,新聞局,高雄市政府,新聞局,1,4,
599,職業重建服務窗口據點資訊,勞工局,高雄市政府,勞工局,2,4,
600,本處代發他縣市稅捐機關作業統計,財政局,高雄市政府,財政局,1,1,
601,高雄市政府歷年補助本市公教退休人員協會活動經費表,人事處,高雄市政府,人事處,1,5,
602,104年高雄市測量案件統計,地政局,高雄市政府,地政局,4,12,
603,台鐵捷運化-高雄市區鐵路地下化計畫園道用地開闢工程(民族路至正義路),工務局,高雄市政府,工務局,1,5,
604,台鐵捷運化-高雄市區鐵路地下化計畫園道用地開闢工程(愛河至哈爾濱街),工務局,高雄市政府,工務局,1,8,
605,污水下水道用戶接管普及率,水利局,高雄市政府,水利局,17,2,
606,現場徵才活動,勞工局,高雄市政府,勞工局,30,13,
607,高雄市各稅預算數與實徵淨額(95-104年),財政局,高雄市政府,財政局,1,3,
608,高雄市TB接觸者X光免部分負擔醫院,衛生局,高雄市政府,衛生局,1,3,
609,高雄市消防分隊駐地位置圖,消防局,高雄市政府,消防局,53,3,
610,高雄市宗教場域,民政局,高雄市政府,民政局,1,23,
611,高雄市政府文化局-各館訊息,文化局,高雄市政府,文化局,1,6,
612,高雄市民有零售市場,經濟發展局,高雄市政府,經濟發展局,48,1,
613,高雄觀光工廠名單,經濟發展局,高雄市政府,經濟發展局,4,10,
614,田寮高138道路拓寬工程徵收計畫書圖,工務局,高雄市政府,工務局,1,4,
615,高雄市稅收合計(95-104年),財政局,高雄市政府,財政局,1,3,
616,104年度高雄市「城鎮風貌型塑整體計畫」計畫總表,都市發展局,高雄市政府,都市發展局,1,3,
617,高雄市交通即時路況,警察局,高雄市政府,警察局, 即時資料,27,
618,105年度測速照相桿,警察局,高雄市政府,警察局,214,5,
619,委託辦理身心障礙者職業訓練資訊,勞工局,高雄市政府,勞工局,10,10,
620,徵集訓練期程,民政局,高雄市政府,民政局,1,2,
621,高雄市重要統計快報-交通觀光,主計處,高雄市政府,主計處,1,13,
622,高雄市政府處理違反有線廣播電視法案件裁量基準,新聞局,高雄市政府,新聞局,1,2,
623,高雄市傳播媒體-電視媒體現況,新聞局,高雄市政府,新聞局,1,1,
624,莫拉克風災重建快報連結網址,新聞局,高雄市政府,新聞局,1,2,
625,高雄市地方總預算附屬單位預算及綜計表,主計處,高雄市政府,主計處,1,6,
626,城市發展半年刊,研究發展考核委員會,高雄市政府,研究發展考核委員會,1,21,
627,都市計畫案件辦理中進度,都市發展局,高雄市政府,都市發展局,1,7,
628,高雄市都市更新核定成果,都市發展局,高雄市政府,都市發展局,1,11,
629,高雄市政府行政中心場地使用管理規則及收費標準,秘書處,高雄市政府,秘書處,1,4,
630,高雄市預防接種合約醫療院所,衛生局,高雄市政府,衛生局,222,6,
631,高雄市獸醫師執業執照查詢,農業局,高雄市政府,農業局,1,4,
632,高雄市獸醫診療機構開業查詢,農業局,高雄市政府,農業局,1,4,
633,大社區第2屆里長通訊錄總表,大社區公所,高雄市政府,大社區公所,1,3,
634,職業訓練課程,勞工局,高雄市政府,勞工局,50,4,
635,VOCs監測資料,環境保護局,高雄市政府,環保局,1,7,
636,「高屏溪-環保之聲」季刊,環境保護局,高雄市政府,環保局,1,1,
637,天使之翼志工相關資訊,勞工局,高雄市政府,勞工局,10,6,
638,林園王公路216巷27弄打通工程,工務局,高雄市政府,工務局,1,3,
639,廢食用油清除機構名單,環境保護局,高雄市政府,環保局,201,1,
640,高雄市自來水管承裝商,經濟發展局,高雄市政府,經濟發展局,460,1,
641,海域水質監測,海洋局,高雄市政府,海洋局,1,5,
642,高雄市加水站資料,衛生局,高雄市政府,衛生局,1792,14,
643,高雄市加水站水源供應許可核可名單,環境保護局,高雄市政府,環保局,1,1,
644,高雄市給水廠清水水質檢測結果,環境保護局,高雄市政府,環保局,1,3,
645,高雄市政府新聞局影片播放網站,新聞局,高雄市政府,新聞局,1,1,
646,國道十號燕巢交流道延伸至高46線銜接186甲道路工程,工務局,高雄市政府,工務局,3,76,
647,高雄鹽埕papago,,高雄市政府,,,,
648,高雄市歷年重大交通事故地點資料,警察局,高雄市政府,警察局,3,5,
1,基隆伴手禮,基隆市政府,基隆市政府,,1,268,基隆，十足的海洋城市，從港口貿易、沿近海漁業到觀光旅遊，都與海洋產生連結。地方美食也汲取海洋養分，將大量海鮮素材融入美食小吃中，形塑基隆港都的海洋意象。基隆伴手禮，結合了基隆在地最具特色的海洋風味美食與產業，充分體現基隆海洋城市的風華繽紛；帶上一份伴手禮，留存基隆海味與它獨具一格的城市風貌。
2,基隆十大食尚餐廳,基隆市政府,基隆市政府,,,255,基隆十大食尚餐廳
3,基隆優質餐廳,基隆市政府,基隆市政府,,,201,基隆優質餐廳
4,基隆市優良衛生店家,基隆市衛生局,基隆市政府,衛生局,120,57,年度;編碼;優良廠商項目;廠商名稱;營業地址;評核等級
5,基隆市旅館商業同業公會會員名冊,基隆市衛生局,基隆市政府,衛生局,30,77,會員名稱;地址;電話
6,基隆市醫療院所名冊,基隆市衛生局,基隆市政府,衛生局,280,94,醫療院所名稱;院所性質;地址;電話
7,基隆市公告之室外禁菸場所,基隆市衛生局,基隆市政府,衛生局,70,51,公告日期;公告機關;菸害防制法;禁菸範圍說明;公告地點;場所管理單位;所在地處
8,基隆市iTaiwan無線網路熱點,基隆市政府,基隆市政府,,126,203,「熱點名稱」、「熱點區域」、「熱點地址」
9,基隆市四大癌症篩檢醫療院所,基隆市衛生局,基隆市政府,衛生局,120,16,區域;機構名稱;洽詢電話;可提供之檢查項目
10,基隆市母嬰親善醫療院所,基隆市衛生局,基隆市政府,衛生局,3,13,院別;機構名稱;地址;電話
11,基隆市兒童發展篩檢機構,基隆市衛生局,基隆市政府,衛生局,50,10,醫事機構名稱;地址;電話
12,基隆市長照居家護理復健喘息合約機構,基隆市衛生局,基隆市政府,衛生局,17,13,服務別;機構名稱
13,基隆市固定污染源空氣污染物監測數據-日報,基隆市環境保護局,基隆市政府,環保局,,61,Cno:中文廠名DP_NO:煙囪編號ITEM:中文測項M_year:YYYYM_month:MMM_day:DDM_time:HHM_Val:測值Code2:中文狀態
14,基隆市哺集乳室資料庫,基隆市衛生局,基隆市政府,衛生局,40,12,場所;機構;場所名稱;地址;電話;開放時間;注意事項
15,基隆市固定污染源空氣污染物監測數據-即時,基隆市環境保護局,基隆市政府,環保局,,47,Cno:中文廠名DP_NO:煙囪編號ITEM:中文測項M_year:YYYYM_month:MMM_day:DDM_time:HHMMM_Val:測值Code2:中文狀態
16,每月基隆市道路交通事故月報表,基隆市警察局,基隆市政府,警察局,,87,事故分類、傷亡人數、發生時間、肇事地點、易肇事路段、肇事因素及肇事車種。
17,基隆市-學前教育,基隆市政府教育處,基隆市政府,教育處,150,48,公、私立幼兒園名單
18,基隆市衛生局104年度職員官等性別統計表,基隆市衛生局,基隆市政府,衛生局,7,13,類別及職等;總計;男;女;主管男性;主管女性;非主管男性;非主管女性
19,基隆市衛生局105年度戒菸合約機構,基隆市衛生局,基隆市政府,衛生局,70,22,區域;機構名稱;洽詢電話;地址;可提供之檢查項目
20,基隆市衛生局103年度單位決算,基隆市衛生局,基隆市政府,衛生局,100,12,以前年度歲入轉入數決算表;以前年度歲出轉入數決算表
21,基隆市衛生局105年度單位預算,基隆市衛生局,基隆市政府,衛生局,100,41,歲入來源別預算表;歲入提要與預算明細表;歲出提要與費用明細表;歲出機關別預算表
22,基隆市餐飲衛生管理分級104年通過標章名單,基隆市衛生局,基隆市政府,衛生局,72,11,廠商市招名稱;營業登記名稱;電話;營業地址;評核等級
23,基隆市105年糖尿病健康促進機構及醫師名單,基隆市衛生局,基隆市政府,衛生局,3,13,縣市別;醫院名稱;郵遞區號;住址;住址;電話;傳真;醫師
24,基隆市104年流感合約院所,基隆市衛生局,基隆市政府,衛生局,33,17,區別;院所名稱;合約類型;23PPV;地址;聯絡電話;有無提供自費疫苗;掛號費幼兒;掛號費老人;掛號費一般民眾;診察費幼兒;診察費一般民眾;醫材費;注射費;接種時段
25,基隆市105年公告土地現值及公告地價,基隆市政府地政處,基隆市政府,地政處,133649,30,縣市別、行政區、段小段、地號(例：10000地號表示為1地號、10001地號表示為1-1地號、260000地號表示為26地號)、公告土地現值(元/㎡)、公告地價(元/㎡)
26,105年基隆市公費克流感配置點,基隆市衛生局,基隆市政府,衛生局,45,24,區別;縣市;機構代碼;醫療機構名稱;地址;聯絡人;電話
27,基隆市106年公告土地現值,基隆市政府地政處,基隆市政府,地政處,133759,4,縣市別、行政區、段小段、地號(例：10000地號表示為1地號、10001地號表示為1-1地號、260000地號表示為26地號)、公告土地現值(元/㎡)
28,基隆市水域遊憩活動管理相關公告,基隆市政府交通旅遊處,基隆市政府,交通旅遊處,9,4,基隆市水域遊憩活動管理相關公告
1,連江縣各鄉村人口統計資料,連江縣政府,連江縣政府,,28,16,鄉別、村別、鄰數、戶數、合計人口數、男-人口數、女-人口數、遷入人口數、遷出人口數、出生人口數、死亡人口數、結婚人口數、離婚人口數
1,「雲林縣重要統計資料庫」網址,雲林縣政府,雲林縣政府,,,,
2,雲林縣政府暨所轄鄉鎮市公所公共債務,雲林縣政府,雲林縣政府,,,,
